Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,player_href
David Cooke,1986,1986,F,6-8,230,"September 27, 1963",Saint Mary's,https://www.basketball-reference.com/players/c/cookeda01.html
Joe Cooke,1971,1971,G,6-3,175,"August 14, 1948",Indiana,https://www.basketball-reference.com/players/c/cookejo01.html
Xavier Cooks,2023,2023,F,6-8,183,"August 19, 1995",Winthrop University,https://www.basketball-reference.com/players/c/cooksxa01.html
Jack Cooley,2015,2018,F-C,6-9,260,"April 12, 1991",Notre Dame,https://www.basketball-reference.com/players/c/cooleja01.html
Chuck Cooper*,1951,1956,F,6-5,210,"September 29, 1926",Duquesne,https://www.basketball-reference.com/players/c/coopech01.html
Duane Cooper,1993,1994,G,6-1,185,"June 25, 1969",USC,https://www.basketball-reference.com/players/c/coopedu01.html
Joe Cooper,1982,1985,C-F,6-10,230,"September 1, 1957","Howard University, Tulsa, Colorado",https://www.basketball-reference.com/players/c/coopejo01.html
Michael Cooper,1979,1990,G-F,6-7,170,"April 15, 1956",New Mexico,https://www.basketball-reference.com/players/c/coopemi01.html
Sharife Cooper,2022,2022,G,6-1,180,"June 11, 2001",Auburn,https://www.basketball-reference.com/players/c/coopesh01.html
Wayne Cooper,1979,1992,C-F,6-10,220,"November 16, 1956",New Orleans,https://www.basketball-reference.com/players/c/coopewa01.html
Tom Copa,1992,1992,C,6-10,275,"October 30, 1964",Marquette,https://www.basketball-reference.com/players/c/copato01.html
Chris Copeland,2013,2016,F,6-9,239,"March 17, 1984",Colorado,https://www.basketball-reference.com/players/c/copelch01.html
Hollis Copeland,1980,1982,F,6-6,180,"December 20, 1955",Rutgers University,https://www.basketball-reference.com/players/c/copelho01.html
Lanard Copeland,1990,1992,G,6-6,190,"July 16, 1965",Georgia State University,https://www.basketball-reference.com/players/c/copella01.html
Tyrone Corbin,1986,2001,G-F,6-6,210,"December 31, 1962",DePaul,https://www.basketball-reference.com/players/c/corbity01.html
Chris Corchiani,1992,1994,G,6-0,185,"March 28, 1968",NC State,https://www.basketball-reference.com/players/c/corchch01.html
Ken Corley,1947,1947,C,6-5,210,"May 10, 1920",University of Central Oklahoma,https://www.basketball-reference.com/players/c/corleke01.html
Ray Corley,1950,1953,G,6-0,180,"January 14, 1928",Georgetown,https://www.basketball-reference.com/players/c/corlera01.html
Petr Cornelie,2022,2022,F,6-11,220,"July 26, 1995",,https://www.basketball-reference.com/players/c/cornepe01.html
Dave Corzine,1979,1991,C,6-11,250,"April 25, 1956",DePaul,https://www.basketball-reference.com/players/c/corzida01.html
Larry Costello*,1955,1968,G,6-1,186,"July 2, 1931",Niagara University,https://www.basketball-reference.com/players/c/costela01.html
Matt Costello,2018,2018,F,6-9,245,"August 5, 1993",Michigan State,https://www.basketball-reference.com/players/c/costema01.html
Bryce Cotton,2015,2016,G,6-1,165,"August 11, 1992",Providence,https://www.basketball-reference.com/players/c/cottobr01.html
Jack Cotton,1950,1950,F-C,6-7,200,"October 25, 1924",Wyoming,https://www.basketball-reference.com/players/c/cottoja01.html
James Cotton,1998,1999,G,6-5,220,"December 14, 1975",Cal State Long Beach,https://www.basketball-reference.com/players/c/cottoja02.html
John Coughran,1980,1980,F,6-7,225,"September 12, 1951",California,https://www.basketball-reference.com/players/c/coughjo01.html
Mel Counts,1965,1976,C-F,7-0,230,"October 16, 1941",Oregon State,https://www.basketball-reference.com/players/c/countme01.html
Steve Courtin,1965,1965,G,6-1,188,"September 21, 1942",Saint Joseph's,https://www.basketball-reference.com/players/c/courtst01.html
Joe Courtney,1993,1997,F,6-8,235,"October 17, 1969","Mississippi State, Southern Miss",https://www.basketball-reference.com/players/c/courtjo01.html
Marcus Cousin,2011,2011,C,6-11,245,"December 18, 1986","Seton Hall, Houston",https://www.basketball-reference.com/players/c/cousima01.html
DeMarcus Cousins,2011,2022,C-F,6-10,270,"August 13, 1990",Kentucky,https://www.basketball-reference.com/players/c/couside01.html
Bob Cousy*,1951,1970,G,6-1,175,"August 9, 1928",Holy Cross,https://www.basketball-reference.com/players/c/cousybo01.html
Robert Covington,2014,2023,F-C,6-7,209,"December 14, 1990",Tennessee State,https://www.basketball-reference.com/players/c/covinro01.html
Dave Cowens*,1971,1983,C-F,6-9,230,"October 25, 1948",Florida State,https://www.basketball-reference.com/players/c/cowenda01.html
Chubby Cox,1983,1983,G,6-2,180,"December 29, 1955","Villanova, San Francisco",https://www.basketball-reference.com/players/c/coxch01.html
Johnny Cox,1963,1963,G,6-4,180,"November 1, 1936",Kentucky,https://www.basketball-reference.com/players/c/coxjo01.html
Wesley Cox,1978,1979,F,6-6,215,"January 27, 1955",Louisville,https://www.basketball-reference.com/players/c/coxwe01.html
Allen Crabbe,2014,2020,G-F,6-5,212,"April 9, 1992",California,https://www.basketball-reference.com/players/c/crabbal01.html
Torrey Craig,2018,2023,G-F,6-7,221,"December 19, 1990",USC Upstate,https://www.basketball-reference.com/players/c/craigto01.html
Chris Crawford,1998,2004,F,6-9,235,"May 13, 1975",Marquette,https://www.basketball-reference.com/players/c/crawfch01.html
Freddie Crawford,1967,1971,G-F,6-4,189,"December 23, 1941",St. Bonaventure,https://www.basketball-reference.com/players/c/crawffr01.html
Jamal Crawford,2001,2020,G,6-5,185,"March 20, 1980",Michigan,https://www.basketball-reference.com/players/c/crawfja01.html
Joe Crawford,2009,2009,F,6-5,210,"June 17, 1986",Kentucky,https://www.basketball-reference.com/players/c/crawfjo01.html
Jordan Crawford,2011,2018,G,6-4,195,"October 23, 1988","Indiana, Xavier",https://www.basketball-reference.com/players/c/crawfjo02.html
Mitch Creek,2019,2019,G,6-5,216,"April 27, 1992",,https://www.basketball-reference.com/players/c/creekmi01.html
Jim Creighton,1976,1976,F,6-8,200,"April 18, 1950",Colorado,https://www.basketball-reference.com/players/c/creigji01.html
Ron Crevier,1986,1986,C,7-0,235,"April 14, 1958",Boston College,https://www.basketball-reference.com/players/c/creviro01.html
Hal Crisler,1947,1947,F,6-3,215,"December 31, 1923",Iowa State,https://www.basketball-reference.com/players/c/crislha01.html
Joe Crispin,2002,2002,G,6-0,185,"July 18, 1979",Penn State,https://www.basketball-reference.com/players/c/crispjo01.html
Charlie Criss,1978,1985,G,5-8,165,"November 6, 1948",New Mexico State,https://www.basketball-reference.com/players/c/crissch01.html
Russ Critchfield,1969,1969,G,5-10,150,"June 27, 1946",California,https://www.basketball-reference.com/players/c/critcru01.html
Winston Crite,1988,1989,F,6-7,233,"June 20, 1965",Texas A&M,https://www.basketball-reference.com/players/c/critewi01.html
Javaris Crittenton,2008,2009,G,6-5,200,"December 31, 1987",Georgia Tech,https://www.basketball-reference.com/players/c/crittja01.html
Dillard Crocker,1949,1953,F-G,6-4,205,"January 19, 1925",Western Michigan,https://www.basketball-reference.com/players/c/crockdi01.html
Bobby Croft,1971,1971,C,6-10,200,"March 17, 1946",Tennessee,https://www.basketball-reference.com/players/c/croftbo01.html
Geoff Crompton,1979,1984,C,6-11,280,"July 4, 1955",UNC,https://www.basketball-reference.com/players/c/crompge01.html
Terry Crosby,1980,1980,G,6-4,195,"January 4, 1957",Tennessee,https://www.basketball-reference.com/players/c/crosbte01.html
Austin Croshere,1998,2009,F,6-9,235,"May 1, 1975",Providence,https://www.basketball-reference.com/players/c/croshau01.html
Jeff Cross,1986,1986,F,6-10,240,"September 1, 1961",University of Maine,https://www.basketball-reference.com/players/c/crossje01.html
Pete Cross,1971,1973,C-F,6-9,230,"March 28, 1948",San Francisco,https://www.basketball-reference.com/players/c/crosspe01.html
Russell Cross,1984,1984,C,6-10,215,"September 5, 1961",Purdue,https://www.basketball-reference.com/players/c/crossru01.html
Chink Crossin,1948,1950,G,6-1,165,"July 4, 1923",Penn,https://www.basketball-reference.com/players/c/crossch01.html
John Crotty,1993,2003,G,6-1,185,"July 15, 1969",Virginia,https://www.basketball-reference.com/players/c/crottjo01.html
Bill Crow,1968,1968,G,6-1,180,"December 9, 1940","Cerritos College, BYU, Westminster College of Utah",https://www.basketball-reference.com/players/c/crowbi01.html
Mark Crow,1978,1978,F,6-7,210,"October 22, 1954",Duke,https://www.basketball-reference.com/players/c/crowma01.html
Corey Crowder,1992,1995,G-F,6-5,214,"April 13, 1969",Kentucky Wesleyan College,https://www.basketball-reference.com/players/c/crowdco01.html
Jae Crowder,2013,2023,F,6-6,235,"July 6, 1990",Marquette,https://www.basketball-reference.com/players/c/crowdja01.html
Al Cueto,1970,1971,C-F,6-7,230,"August 2, 1946","St. Gregory's University, Tulsa",https://www.basketball-reference.com/players/c/cuetoal01.html
Jarrett Culver,2020,2023,G,6-6,195,"February 20, 1999",Texas Tech,https://www.basketball-reference.com/players/c/culveja01.html
Jarron Cumberland,2022,2022,G,6-5,205,"September 22, 1997",Cincinnati,https://www.basketball-reference.com/players/c/cumbeja01.html
Pat Cummings,1980,1991,F-C,6-9,230,"July 11, 1956",Cincinnati,https://www.basketball-reference.com/players/c/cummipa01.html
Terry Cummings,1983,2000,F,6-9,220,"March 15, 1961",DePaul,https://www.basketball-reference.com/players/c/cummite01.html
Vonteego Cummings,2000,2002,G,6-3,185,"February 29, 1976",Pitt,https://www.basketball-reference.com/players/c/cummivo01.html
Billy Cunningham*,1966,1976,F-C,6-6,210,"June 3, 1943",UNC,https://www.basketball-reference.com/players/c/cunnibi01.html
Cade Cunningham,2022,2023,G,6-6,220,"September 25, 2001",Oklahoma State,https://www.basketball-reference.com/players/c/cunnica01.html
Dante Cunningham,2010,2019,F,6-8,230,"April 22, 1987",Villanova,https://www.basketball-reference.com/players/c/cunnida01.html
Dick Cunningham,1969,1975,C,6-10,245,"July 11, 1946",Murray State,https://www.basketball-reference.com/players/c/cunnidi01.html
Jared Cunningham,2013,2016,G,6-4,195,"May 22, 1991",Oregon State,https://www.basketball-reference.com/players/c/cunnija01.html
William Cunningham,1998,1999,C,6-11,250,"March 25, 1974",Temple,https://www.basketball-reference.com/players/c/cunniwi01.html
Radisav Ćurčić,1993,1993,C,6-10,275,"September 26, 1965",,https://www.basketball-reference.com/players/c/curcira01.html
Armand Cure,1947,1947,F,6-0,198,"August 1, 1919",Rhode Island,https://www.basketball-reference.com/players/c/curear01.html
Earl Cureton,1981,1997,F-C,6-9,210,"September 3, 1957","Robert Morris University (PA), Detroit Mercy",https://www.basketball-reference.com/players/c/curetea01.html
Bill Curley,1995,2001,F,6-9,220,"May 29, 1972",Boston College,https://www.basketball-reference.com/players/c/curlebi01.html
Fran Curran,1949,1950,G,6-0,175,"September 9, 1922",Notre Dame,https://www.basketball-reference.com/players/c/currafr01.html
Dell Curry,1987,2002,G,6-4,190,"June 25, 1964",Virginia Tech,https://www.basketball-reference.com/players/c/curryde01.html
Eddy Curry,2002,2013,C,7-0,295,"December 5, 1982",,https://www.basketball-reference.com/players/c/curryed01.html
JamesOn Curry,2010,2010,G,6-3,190,"January 7, 1986",Oklahoma State,https://www.basketball-reference.com/players/c/curryja01.html
Michael Curry,1994,2005,F-G,6-5,210,"August 22, 1968",Georgia Southern University,https://www.basketball-reference.com/players/c/currymi01.html
Seth Curry,2014,2023,G,6-2,185,"August 23, 1990","Liberty, Duke",https://www.basketball-reference.com/players/c/curryse01.html
Stephen Curry,2010,2023,G,6-2,185,"March 14, 1988",Davidson,https://www.basketball-reference.com/players/c/curryst01.html
Rastko Cvetković,1996,1996,C,7-1,260,"June 22, 1970",,https://www.basketball-reference.com/players/c/cvetkra01.html
